City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
500,bushehr,28.9684,50.8385,29.05,51,0,5.14,IR,1713618231
501,torghay,49.6339,63.4981,26.8,35,5,5.77,KZ,1713618232
502,sidney,-33.8679,151.2073,18.61,74,100,9.26,AU,1713618177
503,bahia honda,22.9036,-83.1592,23.83,68,0,3.45,CU,1713618233
504,ha'il,27.5219,41.6907,34.01,14,0,5.14,SA,1713618233
505,walvis bay,-22.9575,14.5053,25.53,47,0,4.63,NA,1713618234
506,ribeira brava,32.65,-17.0667,22.78,79,38,2.25,PT,1713618235
507,cam ranh,11.9214,109.1591,28.98,74,0,3.6,VN,1713618235
508,nuku'alofa,-21.1333,-175.2,25.19,83,20,4.12,TO,1713618236
509,port shepstone,-30.7414,30.455,25.36,66,14,2.66,ZA,1713618237
510,taitung city,22.7583,121.1444,25.15,73,40,1.54,TW,1713618058
511,dampit,-8.2116,112.7493,22.86,99,100,1.44,ID,1713618238
512,muli,2.9167,73.5667,30.14,75,97,6.28,MV,1713618239
513,santa flavia,38.085,13.5351,21.9,47,0,4.96,IT,1713618239
514,monduli,-3.3,36.45,22.09,67,100,4.02,TZ,1713618240
515,gazojak,41.1875,61.4036,29.59,16,3,2.54,TM,1713618241
516,villa gesell,-37.2639,-56.973,19.47,76,99,2.12,AR,1713618241
517,ubari,26.5921,12.7805,34.5,9,14,5.1,LY,1713618243
518,sinabang,2.4803,96.3801,26.53,84,100,2.02,ID,1713618243
519,sao raimundo das mangabeiras,-7.0219,-45.4811,27.63,78,98,2.95,BR,1713618244
520,fuglafjordur,62.244,-6.814,6.26,95,100,6.51,FO,1713618244
521,zhangatas,43.5667,69.75,23.47,36,100,9.8,KZ,1713618245
522,manokwari,-0.8667,134.0833,27.44,82,61,1.35,ID,1713618246
523,acapulco de juarez,16.8634,-99.8901,22.79,63,58,1.75,MX,1713618024
524,al burayqah,30.4062,19.5739,18.61,58,0,5.73,LY,1713618248
525,sao jose da coroa grande,-8.8978,-35.1478,29.31,69,100,5.49,BR,1713618248
526,gladstone,-23.85,151.25,16.96,94,75,6.17,AU,1713618249
527,albertina,-22.2008,-46.6158,22.93,60,0,2.18,BR,1713618250
528,lethem,3.3803,-59.7968,29.86,65,100,5.17,GY,1713618250
529,fuxin,42.0156,121.6589,14.21,51,6,0.74,CN,1713618032
530,zemio,5.0314,25.1361,30.69,50,86,3.8,CF,1713618252
531,huarmey,-10.0681,-78.1522,22.02,80,94,3.27,PE,1713618252
532,as sulaymaniyah,35.5611,45.4375,24.24,50,75,6.17,IQ,1713618253
533,puerto armuelles,8.2833,-82.8667,30.09,67,22,0.45,PA,1713618242
534,papao,-17.75,-149.55,27.82,74,19,7.96,PF,1713618254
535,zarate,-34.0981,-59.0286,22.3,72,6,2.58,AR,1713618125
536,ypsonas,34.6884,32.9574,20.54,73,75,4.63,CY,1713618256
537,sidi ifni,29.3797,-10.173,22.86,67,75,9.15,MA,1713618256
538,yeppoon,-23.1333,150.7333,16.88,90,100,5.03,AU,1713618257
539,qamdo,31.1667,97.2333,5.62,47,3,1.81,CN,1713618258
540,aras-asan,8.8908,126.3033,26.49,82,100,1.74,PH,1713618259
541,longboat key,27.4125,-82.659,24.6,69,0,1.54,US,1713618260
542,ruska poliana,49.417,31.9201,12.79,42,100,4.05,UA,1713618261
543,revda,56.801,59.9303,22.56,48,76,4.7,RU,1713618262
544,auriflama,-20.6856,-50.5547,24.91,64,0,2.59,BR,1713618262
545,candido mendes,-1.4467,-45.7167,29.72,73,100,1.88,BR,1713618263
546,bhimunipatnam,17.8833,83.4333,30.73,67,100,10.41,IN,1713618264
547,palu,-0.8917,119.8707,25.35,99,91,0.66,ID,1713618265
548,minas de marcona,-15.2119,-75.1103,17.23,76,35,0.58,PE,1713618266
549,carangola,-20.7331,-42.0294,20.95,79,93,1.54,BR,1713618266
550,margate,51.3813,1.3862,10.17,57,100,0.89,GB,1713618267
551,pingxiang,27.6167,113.85,19.37,98,100,0.98,CN,1713618268
552,malvan,16.0667,73.4667,29.13,70,100,8.84,IN,1713618268
553,hobyo,5.3505,48.5268,31.01,66,94,4.43,SO,1713618269
554,mlimba,-8.8,35.8167,27.11,82,100,1.06,TZ,1713618270
555,impfondo,1.6381,18.0667,36.54,32,97,1.62,CG,1713618270
556,san pedro,14.35,121.0167,30.57,72,20,4.12,PH,1713618271
557,kulhudhuffushi,6.6221,73.07,30.0,72,98,3.71,MV,1713618272
558,baijiantan,45.6333,85.1833,25.96,22,1,8.08,CN,1713618272
